bit_index,byte_index,bit_in_byte,ones_count,zeros_count,majority_value,reliability,reliability_percent,flip_count,stable_ge_90,stable_ge_95,stable_ge_97,stable_ge_99
0,0,0,30,0,1,1.0,100.0,0,1,1,1,1
1,0,1,30,0,1,1.0,100.0,0,1,1,1,1
2,0,2,0,30,0,1.0,100.0,0,1,1,1,1
3,0,3,6,24,0,0.8,80.0,6,0,0,0,0
4,0,4,0,30,0,1.0,100.0,0,1,1,1,1
5,0,5,30,0,1,1.0,100.0,0,1,1,1,1
6,0,6,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
7,0,7,0,30,0,1.0,100.0,0,1,1,1,1
8,1,0,30,0,1,1.0,100.0,0,1,1,1,1
9,1,1,30,0,1,1.0,100.0,0,1,1,1,1
10,1,2,0,30,0,1.0,100.0,0,1,1,1,1
11,1,3,30,0,1,1.0,100.0,0,1,1,1,1
12,1,4,30,0,1,1.0,100.0,0,1,1,1,1
13,1,5,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
14,1,6,0,30,0,1.0,100.0,0,1,1,1,1
15,1,7,0,30,0,1.0,100.0,0,1,1,1,1
16,2,0,30,0,1,1.0,100.0,0,1,1,1,1
17,2,1,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
18,2,2,30,0,1,1.0,100.0,0,1,1,1,1
19,2,3,30,0,1,1.0,100.0,0,1,1,1,1
20,2,4,30,0,1,1.0,100.0,0,1,1,1,1
21,2,5,0,30,0,1.0,100.0,0,1,1,1,1
22,2,6,30,0,1,1.0,100.0,0,1,1,1,1
23,2,7,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
24,3,0,0,30,0,1.0,100.0,0,1,1,1,1
25,3,1,0,30,0,1.0,100.0,0,1,1,1,1
26,3,2,0,30,0,1.0,100.0,0,1,1,1,1
27,3,3,30,0,1,1.0,100.0,0,1,1,1,1
28,3,4,30,0,1,1.0,100.0,0,1,1,1,1
29,3,5,30,0,1,1.0,100.0,0,1,1,1,1
30,3,6,0,30,0,1.0,100.0,0,1,1,1,1
31,3,7,0,30,0,1.0,100.0,0,1,1,1,1
32,4,0,0,30,0,1.0,100.0,0,1,1,1,1
33,4,1,30,0,1,1.0,100.0,0,1,1,1,1
34,4,2,0,30,0,1.0,100.0,0,1,1,1,1
35,4,3,0,30,0,1.0,100.0,0,1,1,1,1
36,4,4,0,30,0,1.0,100.0,0,1,1,1,1
37,4,5,30,0,1,1.0,100.0,0,1,1,1,1
38,4,6,30,0,1,1.0,100.0,0,1,1,1,1
39,4,7,30,0,1,1.0,100.0,0,1,1,1,1
40,5,0,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
41,5,1,0,30,0,1.0,100.0,0,1,1,1,1
42,5,2,0,30,0,1.0,100.0,0,1,1,1,1
43,5,3,0,30,0,1.0,100.0,0,1,1,1,1
44,5,4,30,0,1,1.0,100.0,0,1,1,1,1
45,5,5,30,0,1,1.0,100.0,0,1,1,1,1
46,5,6,30,0,1,1.0,100.0,0,1,1,1,1
47,5,7,7,23,0,0.7666666666666667,76.66666666666667,7,0,0,0,0
48,6,0,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
49,6,1,30,0,1,1.0,100.0,0,1,1,1,1
50,6,2,0,30,0,1.0,100.0,0,1,1,1,1
51,6,3,30,0,1,1.0,100.0,0,1,1,1,1
52,6,4,0,30,0,1.0,100.0,0,1,1,1,1
53,6,5,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
54,6,6,30,0,1,1.0,100.0,0,1,1,1,1
55,6,7,15,15,1,0.5,50.0,15,0,0,0,0
56,7,0,0,30,0,1.0,100.0,0,1,1,1,1
57,7,1,30,0,1,1.0,100.0,0,1,1,1,1
58,7,2,0,30,0,1.0,100.0,0,1,1,1,1
59,7,3,0,30,0,1.0,100.0,0,1,1,1,1
60,7,4,30,0,1,1.0,100.0,0,1,1,1,1
61,7,5,0,30,0,1.0,100.0,0,1,1,1,1
62,7,6,0,30,0,1.0,100.0,0,1,1,1,1
63,7,7,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
64,8,0,0,30,0,1.0,100.0,0,1,1,1,1
65,8,1,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
66,8,2,30,0,1,1.0,100.0,0,1,1,1,1
67,8,3,0,30,0,1.0,100.0,0,1,1,1,1
68,8,4,0,30,0,1.0,100.0,0,1,1,1,1
69,8,5,0,30,0,1.0,100.0,0,1,1,1,1
70,8,6,0,30,0,1.0,100.0,0,1,1,1,1
71,8,7,0,30,0,1.0,100.0,0,1,1,1,1
72,9,0,0,30,0,1.0,100.0,0,1,1,1,1
73,9,1,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
74,9,2,30,0,1,1.0,100.0,0,1,1,1,1
75,9,3,0,30,0,1.0,100.0,0,1,1,1,1
76,9,4,0,30,0,1.0,100.0,0,1,1,1,1
77,9,5,0,30,0,1.0,100.0,0,1,1,1,1
78,9,6,30,0,1,1.0,100.0,0,1,1,1,1
79,9,7,11,19,0,0.6333333333333333,63.33333333333333,11,0,0,0,0
80,10,0,0,30,0,1.0,100.0,0,1,1,1,1
81,10,1,30,0,1,1.0,100.0,0,1,1,1,1
82,10,2,0,30,0,1.0,100.0,0,1,1,1,1
83,10,3,30,0,1,1.0,100.0,0,1,1,1,1
84,10,4,12,18,0,0.6,60.0,12,0,0,0,0
85,10,5,30,0,1,1.0,100.0,0,1,1,1,1
86,10,6,30,0,1,1.0,100.0,0,1,1,1,1
87,10,7,30,0,1,1.0,100.0,0,1,1,1,1
88,11,0,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
89,11,1,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
90,11,2,0,30,0,1.0,100.0,0,1,1,1,1
91,11,3,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
92,11,4,0,30,0,1.0,100.0,0,1,1,1,1
93,11,5,26,4,1,0.8666666666666667,86.66666666666667,4,0,0,0,0
94,11,6,30,0,1,1.0,100.0,0,1,1,1,1
95,11,7,30,0,1,1.0,100.0,0,1,1,1,1
96,12,0,30,0,1,1.0,100.0,0,1,1,1,1
97,12,1,30,0,1,1.0,100.0,0,1,1,1,1
98,12,2,30,0,1,1.0,100.0,0,1,1,1,1
99,12,3,25,5,1,0.8333333333333334,83.33333333333334,5,0,0,0,0
100,12,4,0,30,0,1.0,100.0,0,1,1,1,1
101,12,5,30,0,1,1.0,100.0,0,1,1,1,1
102,12,6,10,20,0,0.6666666666666666,66.66666666666666,10,0,0,0,0
103,12,7,11,19,0,0.6333333333333333,63.33333333333333,11,0,0,0,0
104,13,0,0,30,0,1.0,100.0,0,1,1,1,1
105,13,1,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
106,13,2,30,0,1,1.0,100.0,0,1,1,1,1
107,13,3,0,30,0,1.0,100.0,0,1,1,1,1
108,13,4,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
109,13,5,0,30,0,1.0,100.0,0,1,1,1,1
110,13,6,30,0,1,1.0,100.0,0,1,1,1,1
111,13,7,0,30,0,1.0,100.0,0,1,1,1,1
112,14,0,0,30,0,1.0,100.0,0,1,1,1,1
113,14,1,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
114,14,2,30,0,1,1.0,100.0,0,1,1,1,1
115,14,3,0,30,0,1.0,100.0,0,1,1,1,1
116,14,4,21,9,1,0.7,70.0,9,0,0,0,0
117,14,5,30,0,1,1.0,100.0,0,1,1,1,1
118,14,6,0,30,0,1.0,100.0,0,1,1,1,1
119,14,7,0,30,0,1.0,100.0,0,1,1,1,1
120,15,0,0,30,0,1.0,100.0,0,1,1,1,1
121,15,1,0,30,0,1.0,100.0,0,1,1,1,1
122,15,2,0,30,0,1.0,100.0,0,1,1,1,1
123,15,3,30,0,1,1.0,100.0,0,1,1,1,1
124,15,4,0,30,0,1.0,100.0,0,1,1,1,1
125,15,5,0,30,0,1.0,100.0,0,1,1,1,1
126,15,6,30,0,1,1.0,100.0,0,1,1,1,1
127,15,7,0,30,0,1.0,100.0,0,1,1,1,1
128,16,0,30,0,1,1.0,100.0,0,1,1,1,1
129,16,1,15,15,1,0.5,50.0,15,0,0,0,0
130,16,2,21,9,1,0.7,70.0,9,0,0,0,0
131,16,3,30,0,1,1.0,100.0,0,1,1,1,1
132,16,4,30,0,1,1.0,100.0,0,1,1,1,1
133,16,5,0,30,0,1.0,100.0,0,1,1,1,1
134,16,6,0,30,0,1.0,100.0,0,1,1,1,1
135,16,7,0,30,0,1.0,100.0,0,1,1,1,1
136,17,0,0,30,0,1.0,100.0,0,1,1,1,1
137,17,1,30,0,1,1.0,100.0,0,1,1,1,1
138,17,2,30,0,1,1.0,100.0,0,1,1,1,1
139,17,3,30,0,1,1.0,100.0,0,1,1,1,1
140,17,4,30,0,1,1.0,100.0,0,1,1,1,1
141,17,5,0,30,0,1.0,100.0,0,1,1,1,1
142,17,6,0,30,0,1.0,100.0,0,1,1,1,1
143,17,7,9,21,0,0.7,70.0,9,0,0,0,0
144,18,0,30,0,1,1.0,100.0,0,1,1,1,1
145,18,1,8,22,0,0.7333333333333333,73.33333333333333,8,0,0,0,0
146,18,2,30,0,1,1.0,100.0,0,1,1,1,1
147,18,3,14,16,0,0.5333333333333333,53.333333333333336,14,0,0,0,0
148,18,4,30,0,1,1.0,100.0,0,1,1,1,1
149,18,5,0,30,0,1.0,100.0,0,1,1,1,1
150,18,6,0,30,0,1.0,100.0,0,1,1,1,1
151,18,7,30,0,1,1.0,100.0,0,1,1,1,1
152,19,0,0,30,0,1.0,100.0,0,1,1,1,1
153,19,1,30,0,1,1.0,100.0,0,1,1,1,1
154,19,2,30,0,1,1.0,100.0,0,1,1,1,1
155,19,3,13,17,0,0.5666666666666667,56.666666666666664,13,0,0,0,0
156,19,4,0,30,0,1.0,100.0,0,1,1,1,1
157,19,5,0,30,0,1.0,100.0,0,1,1,1,1
158,19,6,30,0,1,1.0,100.0,0,1,1,1,1
159,19,7,6,24,0,0.8,80.0,6,0,0,0,0
160,20,0,30,0,1,1.0,100.0,0,1,1,1,1
161,20,1,30,0,1,1.0,100.0,0,1,1,1,1
162,20,2,0,30,0,1.0,100.0,0,1,1,1,1
163,20,3,0,30,0,1.0,100.0,0,1,1,1,1
164,20,4,0,30,0,1.0,100.0,0,1,1,1,1
165,20,5,0,30,0,1.0,100.0,0,1,1,1,1
166,20,6,30,0,1,1.0,100.0,0,1,1,1,1
167,20,7,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
168,21,0,0,30,0,1.0,100.0,0,1,1,1,1
169,21,1,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
170,21,2,0,30,0,1.0,100.0,0,1,1,1,1
171,21,3,30,0,1,1.0,100.0,0,1,1,1,1
172,21,4,0,30,0,1.0,100.0,0,1,1,1,1
173,21,5,30,0,1,1.0,100.0,0,1,1,1,1
174,21,6,30,0,1,1.0,100.0,0,1,1,1,1
175,21,7,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
176,22,0,30,0,1,1.0,100.0,0,1,1,1,1
177,22,1,15,15,1,0.5,50.0,15,0,0,0,0
178,22,2,30,0,1,1.0,100.0,0,1,1,1,1
179,22,3,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
180,22,4,30,0,1,1.0,100.0,0,1,1,1,1
181,22,5,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
182,22,6,0,30,0,1.0,100.0,0,1,1,1,1
183,22,7,0,30,0,1.0,100.0,0,1,1,1,1
184,23,0,30,0,1,1.0,100.0,0,1,1,1,1
185,23,1,0,30,0,1.0,100.0,0,1,1,1,1
186,23,2,0,30,0,1.0,100.0,0,1,1,1,1
187,23,3,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
188,23,4,0,30,0,1.0,100.0,0,1,1,1,1
189,23,5,30,0,1,1.0,100.0,0,1,1,1,1
190,23,6,0,30,0,1.0,100.0,0,1,1,1,1
191,23,7,0,30,0,1.0,100.0,0,1,1,1,1
192,24,0,0,30,0,1.0,100.0,0,1,1,1,1
193,24,1,0,30,0,1.0,100.0,0,1,1,1,1
194,24,2,0,30,0,1.0,100.0,0,1,1,1,1
195,24,3,0,30,0,1.0,100.0,0,1,1,1,1
196,24,4,21,9,1,0.7,70.0,9,0,0,0,0
197,24,5,0,30,0,1.0,100.0,0,1,1,1,1
198,24,6,0,30,0,1.0,100.0,0,1,1,1,1
199,24,7,0,30,0,1.0,100.0,0,1,1,1,1
200,25,0,30,0,1,1.0,100.0,0,1,1,1,1
201,25,1,30,0,1,1.0,100.0,0,1,1,1,1
202,25,2,0,30,0,1.0,100.0,0,1,1,1,1
203,25,3,10,20,0,0.6666666666666666,66.66666666666666,10,0,0,0,0
204,25,4,0,30,0,1.0,100.0,0,1,1,1,1
205,25,5,0,30,0,1.0,100.0,0,1,1,1,1
206,25,6,9,21,0,0.7,70.0,9,0,0,0,0
207,25,7,30,0,1,1.0,100.0,0,1,1,1,1
208,26,0,0,30,0,1.0,100.0,0,1,1,1,1
209,26,1,0,30,0,1.0,100.0,0,1,1,1,1
210,26,2,30,0,1,1.0,100.0,0,1,1,1,1
211,26,3,30,0,1,1.0,100.0,0,1,1,1,1
212,26,4,30,0,1,1.0,100.0,0,1,1,1,1
213,26,5,30,0,1,1.0,100.0,0,1,1,1,1
214,26,6,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
215,26,7,30,0,1,1.0,100.0,0,1,1,1,1
216,27,0,0,30,0,1.0,100.0,0,1,1,1,1
217,27,1,0,30,0,1.0,100.0,0,1,1,1,1
218,27,2,0,30,0,1.0,100.0,0,1,1,1,1
219,27,3,30,0,1,1.0,100.0,0,1,1,1,1
220,27,4,0,30,0,1.0,100.0,0,1,1,1,1
221,27,5,30,0,1,1.0,100.0,0,1,1,1,1
222,27,6,30,0,1,1.0,100.0,0,1,1,1,1
223,27,7,30,0,1,1.0,100.0,0,1,1,1,1
224,28,0,30,0,1,1.0,100.0,0,1,1,1,1
225,28,1,30,0,1,1.0,100.0,0,1,1,1,1
226,28,2,3,27,0,0.9,90.0,3,1,0,0,0
227,28,3,0,30,0,1.0,100.0,0,1,1,1,1
228,28,4,30,0,1,1.0,100.0,0,1,1,1,1
229,28,5,10,20,0,0.6666666666666666,66.66666666666666,10,0,0,0,0
230,28,6,0,30,0,1.0,100.0,0,1,1,1,1
231,28,7,30,0,1,1.0,100.0,0,1,1,1,1
232,29,0,0,30,0,1.0,100.0,0,1,1,1,1
233,29,1,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
234,29,2,0,30,0,1.0,100.0,0,1,1,1,1
235,29,3,0,30,0,1.0,100.0,0,1,1,1,1
236,29,4,25,5,1,0.8333333333333334,83.33333333333334,5,0,0,0,0
237,29,5,0,30,0,1.0,100.0,0,1,1,1,1
238,29,6,0,30,0,1.0,100.0,0,1,1,1,1
239,29,7,30,0,1,1.0,100.0,0,1,1,1,1
240,30,0,30,0,1,1.0,100.0,0,1,1,1,1
241,30,1,0,30,0,1.0,100.0,0,1,1,1,1
242,30,2,30,0,1,1.0,100.0,0,1,1,1,1
243,30,3,0,30,0,1.0,100.0,0,1,1,1,1
244,30,4,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
245,30,5,0,30,0,1.0,100.0,0,1,1,1,1
246,30,6,0,30,0,1.0,100.0,0,1,1,1,1
247,30,7,23,7,1,0.7666666666666667,76.66666666666667,7,0,0,0,0
248,31,0,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
249,31,1,30,0,1,1.0,100.0,0,1,1,1,1
250,31,2,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
251,31,3,17,13,1,0.5666666666666667,56.666666666666664,13,0,0,0,0
252,31,4,0,30,0,1.0,100.0,0,1,1,1,1
253,31,5,0,30,0,1.0,100.0,0,1,1,1,1
254,31,6,0,30,0,1.0,100.0,0,1,1,1,1
255,31,7,30,0,1,1.0,100.0,0,1,1,1,1
256,32,0,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
257,32,1,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
258,32,2,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
259,32,3,0,30,0,1.0,100.0,0,1,1,1,1
260,32,4,30,0,1,1.0,100.0,0,1,1,1,1
261,32,5,0,30,0,1.0,100.0,0,1,1,1,1
262,32,6,30,0,1,1.0,100.0,0,1,1,1,1
263,32,7,0,30,0,1.0,100.0,0,1,1,1,1
264,33,0,30,0,1,1.0,100.0,0,1,1,1,1
265,33,1,30,0,1,1.0,100.0,0,1,1,1,1
266,33,2,0,30,0,1.0,100.0,0,1,1,1,1
267,33,3,0,30,0,1.0,100.0,0,1,1,1,1
268,33,4,11,19,0,0.6333333333333333,63.33333333333333,11,0,0,0,0
269,33,5,0,30,0,1.0,100.0,0,1,1,1,1
270,33,6,30,0,1,1.0,100.0,0,1,1,1,1
271,33,7,0,30,0,1.0,100.0,0,1,1,1,1
272,34,0,30,0,1,1.0,100.0,0,1,1,1,1
273,34,1,30,0,1,1.0,100.0,0,1,1,1,1
274,34,2,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
275,34,3,17,13,1,0.5666666666666667,56.666666666666664,13,0,0,0,0
276,34,4,0,30,0,1.0,100.0,0,1,1,1,1
277,34,5,0,30,0,1.0,100.0,0,1,1,1,1
278,34,6,0,30,0,1.0,100.0,0,1,1,1,1
279,34,7,3,27,0,0.9,90.0,3,1,0,0,0
280,35,0,30,0,1,1.0,100.0,0,1,1,1,1
281,35,1,30,0,1,1.0,100.0,0,1,1,1,1
282,35,2,9,21,0,0.7,70.0,9,0,0,0,0
283,35,3,30,0,1,1.0,100.0,0,1,1,1,1
284,35,4,30,0,1,1.0,100.0,0,1,1,1,1
285,35,5,17,13,1,0.5666666666666667,56.666666666666664,13,0,0,0,0
286,35,6,30,0,1,1.0,100.0,0,1,1,1,1
287,35,7,25,5,1,0.8333333333333334,83.33333333333334,5,0,0,0,0
288,36,0,0,30,0,1.0,100.0,0,1,1,1,1
289,36,1,3,27,0,0.9,90.0,3,1,0,0,0
290,36,2,30,0,1,1.0,100.0,0,1,1,1,1
291,36,3,30,0,1,1.0,100.0,0,1,1,1,1
292,36,4,0,30,0,1.0,100.0,0,1,1,1,1
293,36,5,0,30,0,1.0,100.0,0,1,1,1,1
294,36,6,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
295,36,7,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
296,37,0,0,30,0,1.0,100.0,0,1,1,1,1
297,37,1,0,30,0,1.0,100.0,0,1,1,1,1
298,37,2,0,30,0,1.0,100.0,0,1,1,1,1
299,37,3,0,30,0,1.0,100.0,0,1,1,1,1
300,37,4,0,30,0,1.0,100.0,0,1,1,1,1
301,37,5,0,30,0,1.0,100.0,0,1,1,1,1
302,37,6,30,0,1,1.0,100.0,0,1,1,1,1
303,37,7,30,0,1,1.0,100.0,0,1,1,1,1
304,38,0,10,20,0,0.6666666666666666,66.66666666666666,10,0,0,0,0
305,38,1,0,30,0,1.0,100.0,0,1,1,1,1
306,38,2,30,0,1,1.0,100.0,0,1,1,1,1
307,38,3,0,30,0,1.0,100.0,0,1,1,1,1
308,38,4,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
309,38,5,0,30,0,1.0,100.0,0,1,1,1,1
310,38,6,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
311,38,7,30,0,1,1.0,100.0,0,1,1,1,1
312,39,0,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
313,39,1,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
314,39,2,26,4,1,0.8666666666666667,86.66666666666667,4,0,0,0,0
315,39,3,30,0,1,1.0,100.0,0,1,1,1,1
316,39,4,30,0,1,1.0,100.0,0,1,1,1,1
317,39,5,0,30,0,1.0,100.0,0,1,1,1,1
318,39,6,0,30,0,1.0,100.0,0,1,1,1,1
319,39,7,0,30,0,1.0,100.0,0,1,1,1,1
320,40,0,30,0,1,1.0,100.0,0,1,1,1,1
321,40,1,0,30,0,1.0,100.0,0,1,1,1,1
322,40,2,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
323,40,3,30,0,1,1.0,100.0,0,1,1,1,1
324,40,4,0,30,0,1.0,100.0,0,1,1,1,1
325,40,5,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
326,40,6,30,0,1,1.0,100.0,0,1,1,1,1
327,40,7,30,0,1,1.0,100.0,0,1,1,1,1
328,41,0,28,2,1,0.9333333333333333,93.33333333333333,2,1,0,0,0
329,41,1,0,30,0,1.0,100.0,0,1,1,1,1
330,41,2,0,30,0,1.0,100.0,0,1,1,1,1
331,41,3,0,30,0,1.0,100.0,0,1,1,1,1
332,41,4,30,0,1,1.0,100.0,0,1,1,1,1
333,41,5,0,30,0,1.0,100.0,0,1,1,1,1
334,41,6,30,0,1,1.0,100.0,0,1,1,1,1
335,41,7,0,30,0,1.0,100.0,0,1,1,1,1
336,42,0,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
337,42,1,30,0,1,1.0,100.0,0,1,1,1,1
338,42,2,0,30,0,1.0,100.0,0,1,1,1,1
339,42,3,30,0,1,1.0,100.0,0,1,1,1,1
340,42,4,30,0,1,1.0,100.0,0,1,1,1,1
341,42,5,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
342,42,6,30,0,1,1.0,100.0,0,1,1,1,1
343,42,7,0,30,0,1.0,100.0,0,1,1,1,1
344,43,0,30,0,1,1.0,100.0,0,1,1,1,1
345,43,1,30,0,1,1.0,100.0,0,1,1,1,1
346,43,2,30,0,1,1.0,100.0,0,1,1,1,1
347,43,3,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
348,43,4,0,30,0,1.0,100.0,0,1,1,1,1
349,43,5,30,0,1,1.0,100.0,0,1,1,1,1
350,43,6,30,0,1,1.0,100.0,0,1,1,1,1
351,43,7,0,30,0,1.0,100.0,0,1,1,1,1
352,44,0,26,4,1,0.8666666666666667,86.66666666666667,4,0,0,0,0
353,44,1,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
354,44,2,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
355,44,3,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
356,44,4,30,0,1,1.0,100.0,0,1,1,1,1
357,44,5,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
358,44,6,0,30,0,1.0,100.0,0,1,1,1,1
359,44,7,1,29,0,0.9666666666666667,96.66666666666667,1,1,1,0,0
360,45,0,0,30,0,1.0,100.0,0,1,1,1,1
361,45,1,30,0,1,1.0,100.0,0,1,1,1,1
362,45,2,0,30,0,1.0,100.0,0,1,1,1,1
363,45,3,15,15,1,0.5,50.0,15,0,0,0,0
364,45,4,30,0,1,1.0,100.0,0,1,1,1,1
365,45,5,30,0,1,1.0,100.0,0,1,1,1,1
366,45,6,30,0,1,1.0,100.0,0,1,1,1,1
367,45,7,17,13,1,0.5666666666666667,56.666666666666664,13,0,0,0,0
368,46,0,30,0,1,1.0,100.0,0,1,1,1,1
369,46,1,0,30,0,1.0,100.0,0,1,1,1,1
370,46,2,30,0,1,1.0,100.0,0,1,1,1,1
371,46,3,0,30,0,1.0,100.0,0,1,1,1,1
372,46,4,2,28,0,0.9333333333333333,93.33333333333333,2,1,0,0,0
373,46,5,0,30,0,1.0,100.0,0,1,1,1,1
374,46,6,30,0,1,1.0,100.0,0,1,1,1,1
375,46,7,3,27,0,0.9,90.0,3,1,0,0,0
376,47,0,30,0,1,1.0,100.0,0,1,1,1,1
377,47,1,0,30,0,1.0,100.0,0,1,1,1,1
378,47,2,27,3,1,0.9,90.0,3,1,0,0,0
379,47,3,30,0,1,1.0,100.0,0,1,1,1,1
380,47,4,14,16,0,0.5333333333333333,53.333333333333336,14,0,0,0,0
381,47,5,0,30,0,1.0,100.0,0,1,1,1,1
382,47,6,30,0,1,1.0,100.0,0,1,1,1,1
383,47,7,0,30,0,1.0,100.0,0,1,1,1,1
384,48,0,30,0,1,1.0,100.0,0,1,1,1,1
385,48,1,3,27,0,0.9,90.0,3,1,0,0,0
386,48,2,0,30,0,1.0,100.0,0,1,1,1,1
387,48,3,30,0,1,1.0,100.0,0,1,1,1,1
388,48,4,0,30,0,1.0,100.0,0,1,1,1,1
389,48,5,21,9,1,0.7,70.0,9,0,0,0,0
390,48,6,0,30,0,1.0,100.0,0,1,1,1,1
391,48,7,0,30,0,1.0,100.0,0,1,1,1,1
392,49,0,9,21,0,0.7,70.0,9,0,0,0,0
393,49,1,0,30,0,1.0,100.0,0,1,1,1,1
394,49,2,0,30,0,1.0,100.0,0,1,1,1,1
395,49,3,0,30,0,1.0,100.0,0,1,1,1,1
396,49,4,0,30,0,1.0,100.0,0,1,1,1,1
397,49,5,3,27,0,0.9,90.0,3,1,0,0,0
398,49,6,18,12,1,0.6,60.0,12,0,0,0,0
399,49,7,30,0,1,1.0,100.0,0,1,1,1,1
400,50,0,0,30,0,1.0,100.0,0,1,1,1,1
401,50,1,30,0,1,1.0,100.0,0,1,1,1,1
402,50,2,26,4,1,0.8666666666666667,86.66666666666667,4,0,0,0,0
403,50,3,30,0,1,1.0,100.0,0,1,1,1,1
404,50,4,30,0,1,1.0,100.0,0,1,1,1,1
405,50,5,25,5,1,0.8333333333333334,83.33333333333334,5,0,0,0,0
406,50,6,0,30,0,1.0,100.0,0,1,1,1,1
407,50,7,0,30,0,1.0,100.0,0,1,1,1,1
408,51,0,15,15,1,0.5,50.0,15,0,0,0,0
409,51,1,0,30,0,1.0,100.0,0,1,1,1,1
410,51,2,30,0,1,1.0,100.0,0,1,1,1,1
411,51,3,30,0,1,1.0,100.0,0,1,1,1,1
412,51,4,30,0,1,1.0,100.0,0,1,1,1,1
413,51,5,30,0,1,1.0,100.0,0,1,1,1,1
414,51,6,29,1,1,0.9666666666666667,96.66666666666667,1,1,1,0,0
415,51,7,30,0,1,1.0,100.0,0,1,1,1,1
416,52,0,30,0,1,1.0,100.0,0,1,1,1,1
417,52,1,30,0,1,1.0,100.0,0,1,1,1,1
418,52,2,0,30,0,1.0,100.0,0,1,1,1,1
419,52,3,30,0,1,1.0,100.0,0,1,1,1,1
420,52,4,30,0,1,1.0,100.0,0,1,1,1,1
421,52,5,30,0,1,1.0,100.0,0,1,1,1,1
422,52,6,0,30,0,1.0,100.0,0,1,1,1,1
423,52,7,30,0,1,1.0,100.0,0,1,1,1,1
424,53,0,0,30,0,1.0,100.0,0,1,1,1,1
425,53,1,0,30,0,1.0,100.0,0,1,1,1,1
426,53,2,30,0,1,1.0,100.0,0,1,1,1,1
427,53,3,0,30,0,1.0,100.0,0,1,1,1,1
428,53,4,30,0,1,1.0,100.0,0,1,1,1,1
429,53,5,5,25,0,0.8333333333333334,83.33333333333334,5,0,0,0,0
430,53,6,0,30,0,1.0,100.0,0,1,1,1,1
431,53,7,0,30,0,1.0,100.0,0,1,1,1,1
432,54,0,0,30,0,1.0,100.0,0,1,1,1,1
433,54,1,0,30,0,1.0,100.0,0,1,1,1,1
434,54,2,4,26,0,0.8666666666666667,86.66666666666667,4,0,0,0,0
435,54,3,0,30,0,1.0,100.0,0,1,1,1,1
436,54,4,30,0,1,1.0,100.0,0,1,1,1,1
437,54,5,0,30,0,1.0,100.0,0,1,1,1,1
438,54,6,30,0,1,1.0,100.0,0,1,1,1,1
439,54,7,30,0,1,1.0,100.0,0,1,1,1,1
